id	document_id	sentence_nr	content	code	title/text	dataset	url
14513	Kmob1	1	Neubaugebiete und Gewerbe in Fischeln	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14514	Kmob1	2	Der Süden Krefelds wird nach Willen der Politik  sehr große neue Wohngebiete  und weitere Gewerbeansiedlungen ( Fichtenhain und Interkommunales Gewerbegebiet ) bekommen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14515	Kmob1	3	Was fehlt ist die passende Infrastuktur für LKW, PKW, ÖPNV, Fahrrad und Fusswege.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14516	Kmob1	4	Diese sollte vor Baubeginn und weiteren Gewerbeansiedlungen realisiert werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14517	Kmob1	5	Die Vergangenheit hat z.B. in Fischeln gezeigt, wenn erst gebaut wird, passiert später nichts mehr.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14518	Kmob1	6	In Fischeln tragen die Bewohner und Nutzer des Ortskerns nun seit vielen Jahren die Belastungen durch den Verkehr allein.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14519	Kmob1	7	Der Süden Krefelds ist u.a. für viele Düsseldorfer interessant.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14520	Kmob1	8	Entsprechend sollte das Baugebiet Plankerheide und Fischeln Ost als erste gebaut werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14521	Kmob1	9	Es gibt hier durch die K Bahn bereits eine ÖPNV Anbindungen mit 2 Haltestellen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14522	Kmob10	1	Baustellenmanagment	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14523	Kmob10	2	Aufbruchgenehmigungen nur zeitlich (kurze Zeiträume) begrenzen, auf Bauaktivität prüfen und die Verkehrssicherung prüfen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14524	Kmob10	3	Beispiel Glockenspitz höhe Sprödental: Stadteinwärts wird eine Spurverengung angezeigt die nicht erforderlich ist.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14525	Kmob10	4	Kaum Bauaktivität ist dort zu sehen, aber durch die Baustelle kommt es an der Kreuzung zu Behinderungen des Abbiegeverkehrs, Radwegs und Fußwegs.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14526	Kmob10	5	Die Baustelle besteht schon seit einiger Zeit und könnte sicher schon lange erledigt sein.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14527	Kmob10	6	Die Folge solcher Baustellen sind nicht befolgen von Verkehrsschildern und Veränderungen an der Baustelle werden ggf. spät von Verkehrsteilnehmern erkannt und erzeugen kritische Situationen und somit zusätzliche Behinderungen	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/812#comment-812
14606	Kmob11	1	Verbesserung Straßenzustand	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/814#comment-814
14607	Kmob11	2	Regelmäßig befahren Entsorgungsfahrzeuge und Straßenreinigung des Krefelder Straßennetz.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/814#comment-814
14608	Kmob11	3	Dabei könnten Fahrzeuge eingesetzt werden die den Straßenzustand mittels Kamera/GPS Dokumentation erfassen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/814#comment-814
14609	Kmob11	4	Langfristig kann der Straßenzustand Überwacht und verbessert werden und es kommt zu weniger Baustellen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/814#comment-814
14667	Kmob12	1	Shared Space	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/818#comment-818
14668	Kmob12	2	Shared Space-Konzepte sind illusorisch und potenziell gefährlich - gerade an Orten, die, wie der Hauptbahnhof, von Hektik geprägt sind - Autofahrer wollen schnell jemanden absetzen, Fußgänger rennen von der Bahnhaltestelle in Richtung Zug ... das kann nur Unfälle provozieren.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/818#comment-818
14669	Kmob12	3	Gute Zufahrtsmöglichkeiten mit Haltebuchten zum Bringen und Abholen und Fußgängerübewege mit Ampel sind sinnvoller.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/818#comment-818
14670	Kmob12	4	Außerderdem braucht Krefeld dringend eine funktionierende Park-and-Ride-Lösung am Bahnhof (... auch in Duisburg gibt es am Bahnhof ein Kino-Parkhaus - dort kann man mit Bahncard zum reduzierten Preis parken - ohne zusätzlichen Zeitaufwand, einfach Bahncard in den Automaten stecken).	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/818#comment-818
14726	Kmob13	1	Feldzug das Auto sofort einstellen - kostenloser ÖPNV sofort!	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14727	Kmob13	2	Aus meiner Sicht muss der Feldzug gegen das Auto und die Stigmatisierung der Autofahrer sofort beendet werden und statt dessen muss der Individualverkehr (z.B. mit dem Auto) sinnvoll intergriert werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14728	Kmob13	3	Ein für Nutzer kostenloser ÖPNV innerhalb Krefelds wird das Thema wesentlich entspannen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14729	Kmob13	4	Man muss es eben nur wollen und die Umwelt wird ganz nebenbei auch geschont.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14730	Kmob13	5	Macht es einfach mal und jetzt!	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14731	Kmob13	6	Parkdurckerhöhung und Platzreduzierung von Verkehrsfläche für das Auto werde ich nicht hinnehmen und zivilen Ungegohrsam entgegensetzten.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/824#comment-824
14851	Kmob14	1	Sperrung der Straße vor dem Hauptbahnhof	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/841#comment-841
14852	Kmob14	2	"Gäbe es eine Möglichkeit die Straße ""am Hauptbahnhof"" zwischen Ostwall/Hansastraße und Kölner Straße für den MIV zu sperren."	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/841#comment-841
14853	Kmob14	3	Dadurch wäre die Ampelanlage an dieser Stelle nahezu unnötig und die Fußgänger, welchen generell Vorrang gegeben werden sollte, hätten es wesentlich einfacher einen Bus, Straßenbahn selbst bei wenig Zeit zu erreichen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/841#comment-841
14908	Kmob15	1	Optimierung diverser Ampeln	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14909	Kmob15	2	Es gibt einige Ampeln in Krefeld die im Zuge einer grünen Welle genau entgegengesetzt schalten.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14910	Kmob15	3	"Die meisten dieser Ampeln fallen in die Kategorie ""Bedarfsampeln""."	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14911	Kmob15	4	Das Prinzip einer Bedarfsampel - jemand drückt einen Knopf und es wird grün - ist an sich gut.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14912	Kmob15	5	Sie ist nur nicht mehr gut, wenn sie keine Rücksicht auf eine grüne Welle nimmt.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14913	Kmob15	6	Mir bekannt sind folgende Ampeln:	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14914	Kmob15	7	- Fußgängerampel Deutscher Ring/Garnstraße Schaltet bei Bedarf direkt um.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14915	Kmob15	8	Je nach Timing so ungünstig, dass die Ampel Tannenstraße auf rot springt, wenn man an der Fußgängerampel gerade grün bekommt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14916	Kmob15	9	Zuvor hat die Ampel natürlich mitten in der grünen Welle alle ausgebremst.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14917	Kmob15	10	- Bedarfsampeln - Gladbacher Straße - ebenfalls keine Rücksicht auf grüne Welle.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14918	Kmob15	11	Auch die Tram wird ausgebremst.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14919	Kmob15	12	- Ampel Preußenring/Prinz-Ferdinand-Str.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14920	Kmob15	13	- Erhält man auf dem Ring Richtung Norden an der St.-Anton-Str. grün kommen vielleicht noch drei/vier Autos an der Prinz-Ferdinand-Straße rüber ehe die Ampel auch mitten in der grünen Welle auf rot umspringt (nur wenn ein Fußgänger/Radfahrer oder Auto wartet).	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14921	Kmob15	14	Sobald man auf dem Ring wieder grün bekommt, hat man am Nordwall erneut rot.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14922	Kmob15	15	Ich habe dies schon per Mail an die Stadtverwaltung gerichtet, aber es scheint niemanden zu interessieren.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14923	Kmob15	16	Eine Rückmeldung gab es bis jetzt nicht.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14924	Kmob15	17	Es muss ja möglich sein, dass die Ampel den Bedarf einer Überquerung erkennt, aber dann erst synchron mit den anderen Ampeln umspringt.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/853#comment-853
14928	Kmob16	1	Anpassung Oberschlesienstraße	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14929	Kmob16	2	Generell würde ich die Oberschlesienstraße so umbauen, dass die Straßenbahngleise in Fahrbahnmitte liegen, wie es auf der Gladbacher Straße der Fall ist.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14930	Kmob16	3	Der Platz bis zur Grundstücksgrenze des Stahlwerks ist jedenfalls ausreichend.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14931	Kmob16	4	Unabhängig davon ist aber definitiv eine Anpassung der Ampeln erforderlich.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14932	Kmob16	5	Aus der Ampel an Tor 3 sollte eine Bedarfsampel werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14933	Kmob16	6	Die schaltet oft unnötigerweise quer und bremst den fließenden Verkehr für nichts aus - wirklich für nichts.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14934	Kmob16	7	Zudem muss die Ampel an der Vulkanstraße angepasst werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14935	Kmob16	8	Das links Abbiegen aus Richtung Süden zum Werk ist direkt an der Kreuzung bereits seit einigen Jahren nicht mehr erlaubt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14936	Kmob16	9	Das heißt, für die Straßenbahn müssen eigentlich nicht alle Ampeln auf rot springen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14937	Kmob16	10	Zur Kreuzung mit der Gladbacher Straße: (Bei einem Umbau der Oberschlesienstraße wie oben beschrieben, ließen sich die Ampelphasen einfacher gestalten.)	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14938	Kmob16	11	Ich weiß nicht, welche Rolle das Signal für die ehemalige Straßenbahn zur Tackheide noch in der Schaltung hat.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14939	Kmob16	12	Aber wenn sie stört bzw. Zeit kostet, sollte dies überarbeitet werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14940	Kmob16	13	Zudem sollte man das Wenden Richtung Innenstadt offiziell erlauben.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14941	Kmob16	14	Jeder der von Burger King kommt macht es eh und fährt nicht bis zur Schleife am Marathon-Sportplatz.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/855#comment-855
14942	Kmob17	1	Ampeln (Neue) Ritterstraße - grüne Welle / Rückstaus	mpos+premise	title	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14943	Kmob17	2	Die Ampel Ritter-/Siemenstraße verursacht Nachmittags ellenlange Rückstaus bis zur Eisenbahnunterführung in der dann auch die 76 feststeckt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14944	Kmob17	3	Ggf. Ausbau mit dritter Spur Richtung Süden oder Umverteilung der Richtungsspuren testen: Linksabbieger/Geradeausfahrer und Rechtsabbieger.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14945	Kmob17	4	Da vielleicht auch den Fußgängern und Radfahrern rot geben, damit die Rechtsabbieger besser abfließen können.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14946	Kmob17	5	Neue Ritterstraße braucht zum Dießemer Bruch eine dritte Spur.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14947	Kmob17	6	So können die Spuren in  Linksabbieger, Linksabbieger/Geradeausfahrer und Rechtsabbieger unterteilt werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14948	Kmob17	7	So kommen bei der relativ kurzen Ampelphase für Linksabbieger/Geradeausfahrer auch mehr Autos durch.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14949	Kmob17	8	Die Ampel an der Oberdießemer Straße schaltet zu früh auf rot, wenn man aus Richtung Kölner Straße kommt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14950	Kmob17	9	Keine grüne Welle.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/856#comment-856
14951	Kmob18	1	Shared Space auf den Wällen	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/866#comment-866
14952	Kmob18	2	Einheitliche Gestaltung der Wälle, so dass sie als markante Punkte Krefelds erkannt werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/866#comment-866
14953	Kmob18	3	Hierzu müssen sie attraktiver für Fußgänger und Radfahrer werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/866#comment-866
14954	Kmob19	1	Untergath zurück zu Tempo 50	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14955	Kmob19	2	Kürzlich wurde auf der Untergath Tempo 70 mit der Begründung, dass dann der Schadstoffausstoß zurückgehe (!) wiedereingeführt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14956	Kmob19	3	Aus zahlreichen anderen Städten hört man gegenteiliges - so soll etwa in Essen auf der Bundesstraße 224 zur Einhaltung von Schadstoffgrenzen streckenweise Tempo 30 eingeführt werden.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14957	Kmob19	4	In Krefeld scheint man hier hinter dem Mond zu leben.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14958	Kmob19	5	Seit Einführung von Tempo 70 auf der Untergath hat sich die Stausituation nicht verändert, die Verkehrssicherheit aber dramatisch verschlechtert.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14959	Kmob19	6	Viele Pkw-Fahrer meinen noch schnell Stoff geben zu müssen, um dann doch an der nächsten Ampel wieder im Stau zu landen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14960	Kmob19	7	In der Abbiegespur wird einem Angst und Bange, wenn schwere LKW knapp an einem vorbeirasen, hoffentlich.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14961	Kmob19	8	Kürzlich knallte es schon wieder in Kreuzungsbereichen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14962	Kmob19	9	Die Lärmbelastung ist jetzt erheblich gestiegen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14963	Kmob19	10	Ja, beidseits der Untergath befinden sich auch Siedlungen, deren Menschen auch ein Schutz vor dem Lärm zusteht.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14964	Kmob19	11	Deshalb messen, überwachen und zurück zu Tempo 50!	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/887#comment-887
14965	Kmob2	1	Anbindung an Fernzüge oder Fernbusse	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/861#comment-861
14966	Kmob2	2	Eine Großstadt, die keine stündliche Anbindung an das Fernverbindungsschiennetz hat!	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/861#comment-861
14967	Kmob2	3	Zumindest Fernbusse am Südausgang des Hbf sollte es geben.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/861#comment-861
14968	Kmob20	1	Querungshilfe Schiene (Über- oder Unterführung) im Forstwald	mpos	title	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14969	Kmob20	2	Damit der Verkehr besser fließen kann und zur Sicherheit von Radfahrern und Fußgängern, habe ich folgende Vorschläge:	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14970	Kmob20	3	- Sperrung der Oberbenrader Str. zur Hückelsmaystr.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14971	Kmob20	4	Begründung:	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14972	Kmob20	5	Jeden Morgen staut sich der Verkehr auf der Hückelsmaytr., weil die Autofahrer dort, den Autofahrern, die von links von der Oberbenrader Str. kommen, den Vorrang lassen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14973	Kmob20	6	Um schneller voran zu kommen, wechseln sogar Autofahrer von der Hückelsmaystr. auf die Oberbenrader Str., weil man dort schneller vorankommt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14974	Kmob20	7	- Nach dieser Sperrung kann man auf dem letzten Stück der Oberbenrader Str. einen Streifen für Radfahrer errichten, damit diese zum Fahrradweg vor dem Bäskeshof auf die Hückelsmaystr. kommen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14975	Kmob20	8	Zur Zeit sollen die Radfahrer vor dem Westernstall von der Oberbenrader Str. auf die Hückelsmaytr. wechseln.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14976	Kmob20	9	Hier stehen den Radfahrern keine Querungshilfen zur Verfügung.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14977	Kmob20	10	Ein Überqueren der Hückelsmaytr. zu Stoßzeiten ist kaum möglich.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14978	Kmob20	11	- Der Bahnübergang Hückelsmaystr. sollte erweitert werden, damit Radfahrer, die den Bahnradweg fahren und nach der Bahn die Hückelsmaystr. überqueren müssen, diese bereits vor der Bahn überqueren können, um dann direkt auf der richtigen Seite zu sein.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14979	Kmob20	12	Zur Zeit müssen die Radfahrer und Fußgänger, wenn die Schranken unten sind, erstmal eine Zeitlang vor den Schranken stehen und wenn die Schranken dann offen sind, stehen sie nochmal eine Zeitlang, um die Straße überqueren zu können, da sie erstmal den aufgestauten Autoverkehr durchlassen müssen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14980	Kmob20	13	Viele Fußgänger und Radfahrer überqueren, wenn die Schranken geschlossen sind, schon vorher die Hückelsmaystr. und gehen dann am Straßenrand über die Bahn bis zum Eingang des Radweges.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14981	Kmob20	14	- Die Fuß- und Radwege sollten nicht nur saniert werden, sondern sollten auch regelmäßig gepflegt werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14982	Kmob20	15	Viele Wege haben schon seit Jahren keine Kehrmaschine mehr gesehen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14983	Kmob20	16	Der Schotter, der von den Seitenstreifen auf die Wege gekommen ist, ist eine Gefahr für Fußgänger und Radfahrer.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14984	Kmob20	17	Eine Reinigung aller Wege sollte mindestens 1 bis 2 mal im Jahr erfolgen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14985	Kmob20	18	- Der Zugverkehr sowie der Autoverkehr nehmen immer mehr zu.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14986	Kmob20	19	Die Züge werden immer länger.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14987	Kmob20	20	Die Wartezeiten und somit der Stau an den Bahnschranken werden auch immer länger.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14988	Kmob20	21	Deshalb empfehle ich für den Forstwald eine Querungshilfe bei der Bahn zu bauen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14989	Kmob20	22	Wie schon seit fast 80 Jahren geplant (Westtangente).	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14990	Kmob20	23	Die Anlagen sind überaltet.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14991	Kmob20	24	Bevor der Zug aus Richtung Viersen Forstwald befährt, sind schon alle Bahnübergänge zu.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14992	Kmob20	25	Manchmal sind die Schranken auch über einen längeren Zeitraum geschlossen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14993	Kmob20	26	Viele Autofahrer drehen dann um und fahren, wenn alle Bahnübergänge zu sind, den Umweg über die Brücke an der Düsseldorfer Str..	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14994	Kmob20	27	Für Fußgänger und Radfahrer ist dieser Umweg zu weit.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14995	Kmob20	28	Deshalb laufen dann auch viele um die Schranken herum.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14996	Kmob20	29	Ich habe schon gesehen, dass Passanten Schuldkindern von der Forstwaldschule beim Queren der Bahn bei geschlossenen Schranken geholfen haben.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14997	Kmob20	30	Es wäre sinnvoll die Pläne der geplanten Westtangente B9n zumindest teilweise umzusetzen, zumindest von der Gladbacher Str. bis hinter die Bahn.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14998	Kmob20	31	Von dort könnte man dann eine Verbindung wieder zur Hückelsmaystr. in Höhe der Tankstelle schaffen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
14999	Kmob20	32	Hierfür gebe es sogar Fördermittel vom Bund, wenn man dann die Bahnübergänge Hückelsmaystr. und Oberbenrader Str. schließt.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
15000	Kmob20	33	Damit Fußgänger und Radfahrer keinen Umweg nehmen müssen, könnte man an der Hückelsmaystr. eine Unterführung für Fußgänger und Radfahrer bauen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
15001	Kmob20	34	Die käme dann auch der geplanten Krefelder Promenade zu nutzen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
15002	Kmob20	35	Es wäre wünschenswert, wenn die Stadt Krefeld einmal nicht nur plant, sondern auch einmal die Pläne umsetzt.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/comment/891#comment-891
15003	Kmob21	1	Siemenstr/VoltaStr.	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
15004	Kmob21	2	Die Ampelschaltungen an der Hansastr und der Ritterstr führen oft dazu, das die Siemensstraße dazwischen dicht ist.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
15005	Kmob21	3	Die U76 kommt dann oft als Sahnehäubchen oben drauf oder die Eisenbahner stehen als Linksabbieger im Weg weil sie nicht durch den Rückstau kommen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
15006	Kmob21	4	Besonders schlimm ist das am Nachmittag.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
15007	Kmob21	5	Vielleicht kann man die Einbahnstraße Voltastraße drehen und die Linksabbieger mit einer Ampel zur Ritterstraße fahren lassen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
15008	Kmob21	6	Die frei werdende Linksabbiegespur auf der Siemenstraße könnte man für geradeaus nutzen und dafür einen Rechtsabbiegespur schaffen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/898#comment-898
